region,country,site,latitude_site,longitude_site,option,year,practice_type,subtype,description,adopted_cases,gender,n,n_site,percentage
West Africa,Ghana,Lawra-Jirapa,10.599957142857143,-2.7404571428571427,Practices,2017,Garden diversification,Home garden diversification,Home garden diversification based on organic agriculture; it increases adaptive capacity and food security,Never heard about it,Male,95,169,56.2
West Africa,Ghana,Lawra-Jirapa,10.599957142857143,-2.7404571428571427,Practices,2017,Garden diversification,Home garden diversification,Home garden diversification based on organic agriculture; it increases adaptive capacity and food security,Stopped implementing,Female,3,160,1.9
West Africa,Ghana,Lawra-Jirapa,10.599957142857143,-2.7404571428571427,Practices,2017,Garden diversification,Home garden diversification,Home garden diversification based on organic agriculture; it increases adaptive capacity and food security,Stopped implementing,Male,3,169,1.8
West Africa,Ghana,Lawra-Jirapa,10.599957142857143,-2.7404571428571427,Practices,2017,Improved varieties,Improved varieties,"A seed is said to be improved when, at least, one of the characteristics of its variety has performances superior compared to those of the traditional varieties. The characteristics that differ from traditional seeds are essentially the genetic potential of high productivity and good adaptability.",Heard about it,Female,22,160,13.8
West Africa,Ghana,Lawra-Jirapa,10.599957142857143,-2.7404571428571427,Practices,2017,Improved varieties,Improved varieties,"A seed is said to be improved when, at least, one of the characteristics of its variety has performances superior compared to those of the traditional varieties. The characteristics that differ from traditional seeds are essentially the genetic potential of high productivity and good adaptability.",Heard about it,Male,19,169,11.2
West Africa,Ghana,Lawra-Jirapa,10.599957142857143,-2.7404571428571427,Practices,2017,Improved varieties,Improved varieties,"A seed is said to be improved when, at least, one of the characteristics of its variety has performances superior compared to those of the traditional varieties. The characteristics that differ from traditional seeds are essentially the genetic potential of high productivity and good adaptability.",Implemented,Female,100,160,62.5
West Africa,Ghana,Lawra-Jirapa,10.599957142857143,-2.7404571428571427,Practices,2017,Improved varieties,Improved varieties,"A seed is said to be improved when, at least, one of the characteristics of its variety has performances superior compared to those of the traditional varieties. The characteristics that differ from traditional seeds are essentially the genetic potential of high productivity and good adaptability.",Implemented,Male,118,169,69.8
West Africa,Ghana,Lawra-Jirapa,10.599957142857143,-2.7404571428571427,Practices,2017,Improved varieties,Improved varieties,"A seed is said to be improved when, at least, one of the characteristics of its variety has performances superior compared to those of the traditional varieties. The characteristics that differ from traditional seeds are essentially the genetic potential of high productivity and good adaptability.",Know about it,Female,7,160,4.4
West Africa,Ghana,Lawra-Jirapa,10.599957142857143,-2.7404571428571427,Practices,2017,Improved varieties,Improved varieties,"A seed is said to be improved when, at least, one of the characteristics of its variety has performances superior compared to those of the traditional varieties. The characteristics that differ from traditional seeds are essentially the genetic potential of high productivity and good adaptability.",Know about it,Male,12,169,7.1
West Africa,Ghana,Lawra-Jirapa,10.599957142857143,-2.7404571428571427,Practices,2017,Improved varieties,Improved varieties,"A seed is said to be improved when, at least, one of the characteristics of its variety has performances superior compared to those of the traditional varieties. The characteristics that differ from traditional seeds are essentially the genetic potential of high productivity and good adaptability.",Never heard about it,Female,22,160,13.8
West Africa,Ghana,Lawra-Jirapa,10.599957142857143,-2.7404571428571427,Practices,2017,Improved varieties,Improved varieties,"A seed is said to be improved when, at least, one of the characteristics of its variety has performances superior compared to those of the traditional varieties. The characteristics that differ from traditional seeds are essentially the genetic potential of high productivity and good adaptability.",Never heard about it,Male,14,169,8.3
West Africa,Ghana,Lawra-Jirapa,10.599957142857143,-2.7404571428571427,Practices,2017,Improved varieties,Improved varieties,"A seed is said to be improved when, at least, one of the characteristics of its variety has performances superior compared to those of the traditional varieties. The characteristics that differ from traditional seeds are essentially the genetic potential of high productivity and good adaptability.",Stopped implementing,Female,9,160,5.6
West Africa,Ghana,Lawra-Jirapa,10.599957142857143,-2.7404571428571427,Practices,2017,Improved varieties,Improved varieties,"A seed is said to be improved when, at least, one of the characteristics of its variety has performances superior compared to those of the traditional varieties. The characteristics that differ from traditional seeds are essentially the genetic potential of high productivity and good adaptability.",Stopped implementing,Male,6,169,3.6
West Africa,Ghana,Lawra-Jirapa,10.599957142857143,-2.7404571428571427,Practices,2017,Intercropping,Intercropping,"System where more than one crop (Cereal and cowpea) is grown at the same time in the same field. It allows the increase in yields, the conservation of water and soil, the maintenance and improvement of soil fertility.",Heard about it,Female,5,160,3.1
West Africa,Ghana,Lawra-Jirapa,10.599957142857143,-2.7404571428571427,Practices,2017,Intercropping,Intercropping,"System where more than one crop (Cereal and cowpea) is grown at the same time in the same field. It allows the increase in yields, the conservation of water and soil, the maintenance and improvement of soil fertility.",Heard about it,Male,9,169,5.3
West Africa,Ghana,Lawra-Jirapa,10.599957142857143,-2.7404571428571427,Practices,2017,Intercropping,Intercropping,"System where more than one crop (Cereal and cowpea) is grown at the same time in the same field. It allows the increase in yields, the conservation of water and soil, the maintenance and improvement of soil fertility.",Implemented,Female,100,160,62.5
West Africa,Ghana,Lawra-Jirapa,10.599957142857143,-2.7404571428571427,Practices,2017,Intercropping,Intercropping,"System where more than one crop (Cereal and cowpea) is grown at the same time in the same field. It allows the increase in yields, the conservation of water and soil, the maintenance and improvement of soil fertility.",Implemented,Male,113,169,66.9
West Africa,Ghana,Lawra-Jirapa,10.599957142857143,-2.7404571428571427,Practices,2017,Intercropping,Intercropping,"System where more than one crop (Cereal and cowpea) is grown at the same time in the same field. It allows the increase in yields, the conservation of water and soil, the maintenance and improvement of soil fertility.",Know about it,Female,1,160,0.6
West Africa,Ghana,Lawra-Jirapa,10.599957142857143,-2.7404571428571427,Practices,2017,Intercropping,Intercropping,"System where more than one crop (Cereal and cowpea) is grown at the same time in the same field. It allows the increase in yields, the conservation of water and soil, the maintenance and improvement of soil fertility.",Know about it,Male,3,169,1.8
West Africa,Ghana,Lawra-Jirapa,10.599957142857143,-2.7404571428571427,Practices,2017,Intercropping,Intercropping,"System where more than one crop (Cereal and cowpea) is grown at the same time in the same field. It allows the increase in yields, the conservation of water and soil, the maintenance and improvement of soil fertility.",Never heard about it,Female,42,160,26.2
West Africa,Ghana,Lawra-Jirapa,10.599957142857143,-2.7404571428571427,Practices,2017,Intercropping,Intercropping,"System where more than one crop (Cereal and cowpea) is grown at the same time in the same field. It allows the increase in yields, the conservation of water and soil, the maintenance and improvement of soil fertility.",Never heard about it,Male,35,169,20.7
